Epoch	Time(sec)	Loss_train	Loss_val	pearson	MAE	MSE	RMSE	r2
1	853.180424714461	6.407947063446045	9.3680419921875	0.08109720051288605	1.9751536	9.368043	3.0607258854496946	-0.06988569031680503
2	1712.4645675551146	6.181182861328125	9.36059284210205	0.1768037974834442	1.961962	9.360593	3.059508594873048	-0.0690348909724523
3	2583.691636674106	6.274996757507324	9.10499382019043	0.2305801808834076	1.9452614	9.104994	3.0174482299105696	-0.03984392567994122
4	3538.60494617559	6.06350040435791	9.143691062927246	0.23178791999816895	1.9405587	9.143691	3.0238536774994995	-0.04426343378595843
6	5440.887083042413	6.021701335906982	9.040265083312988	0.2379816621541977	1.9159486	9.040265	3.006703358050639	-0.032451580305761674
10	9231.996450658888	5.910871982574463	8.70120620727539	0.2718138098716736	1.8897969	8.701206	2.949780704946622	0.0062709236506117705
18	16896.656153237447	5.612479209899902	8.246776580810547	0.2850967049598694	1.8533965	8.246777	2.87172014319128	0.058169465707299306
19	17855.662552297115	5.6526713371276855	8.025238037109375	0.30171141028404236	1.8569252	8.025238	2.8328851083496795	0.08347044163190787
20	18812.64788402617	5.527967929840088	7.83734130859375	0.3298856019973755	1.8418632	7.8373413	2.7995251934200827	0.1049294127883893
21	19767.113085303456	5.364144325256348	7.703768253326416	0.3484894335269928	1.8714942	7.703768	2.775566208269811	0.12018419341892883
22	20719.550256177783	5.494902610778809	7.692200183868408	0.34927985072135925	1.8263115	7.6922	2.773481599698907	0.1215053418854285
23	21672.64717133157	5.368744850158691	7.663221836090088	0.3540078401565552	1.8290933	7.663222	2.768252487778181	0.12481478938086343
28	26441.097967535257	5.225119590759277	7.364482402801514	0.40025466680526733	1.7833399	7.364483	2.713758073159557	0.15893256923825538
